year,mfr_name,division,model,cyl,displ,mpg_unadj_comb,mpg_adj_comb
2021,Ford Motor Company,Ford,ESCAPE FWD HEV,4,2.5,58.345,41
2021,Hyundai,GENESIS,GV80 RWD,4,2.5,30.676,23
2021,General Motors,GMC,TERRAIN FWD,4,1.5,37.279,27
2021,Honda,Honda,CR-V FWD,4,1.5,42.398,30
2021,Honda,Honda,PASSPORT FWD,6,3.5,28.75,22
2021,Honda,Honda,PILOT FWD,6,3.5,29.911,23
2021,Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,4,1.6,39.786,30
2021,Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,4,2,40.577,30
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe FWD,4,2.5,32.644,25
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe FWD,4,2.5,36.443,26
2021,Hyundai,HYUNDAI MOTOR COMPANY,Tucson FWD,4,2,34.025,25
2021,Hyundai,HYUNDAI MOTOR COMPANY,Tucson FWD,4,2.4,33.437,25
2021,Nissan,INFINITI,QX50,4,2,34.881,26
2021,FCA US LLC,Jeep,Cherokee FWD,4,2,34.388,26
2021,FCA US LLC,Jeep,Cherokee FWD,4,2.4,33.51,25
2021,FCA US LLC,Jeep,Cherokee FWD,6,3.2,30.244,23
2021,FCA US LLC,Jeep,Compass 4X2,4,2.4,33.804,25
2021,FCA US LLC,Jeep,Renegade 4x2,4,1.3,36.148,27
2021,FCA US LLC,Jeep,Renegade 4x2,4,2.4,33.034,25
2021,Kia,KIA,Seltos FWD,4,2,42.876,31
2021,Kia,KIA,Sorento FWD,4,2.5,33.076,25
2021,Kia,KIA,Sorento FWD,4,2.5,36.206,26
2021,Kia,KIA,Sorento Hybrid,4,1.6,52.026,37
2021,Kia,KIA,Sportage FWD,4,2,30.259,23
2021,Kia,KIA,Sportage FWD,4,2.4,34.434,26
2021,Kia,KIA,Telluride FWD,6,3.8,29.686,23
2021,Toyota,LEXUS,NX 300,4,2,32.794,25
2021,Toyota,LEXUS,RX 350,6,3.5,29.776,23
2021,Toyota,LEXUS,RX 350 L,6,3.5,28.874,22
2021,Ford Motor Company,Lincoln,CORSAIR FWD,4,2,32.801,25
2021,Ford Motor Company,Lincoln,NAUTILUS FWD,4,2,31.726,23
2021,Ford Motor Company,Lincoln,NAUTILUS FWD,4,2,30.967,23
2021,MAZDA,MAZDA,CX-30 2WD,4,2.5,37.555,28
2021,MAZDA,MAZDA,CX-30 2WD,4,2.5,38.222,28
2021,MAZDA,MAZDA,CX-5 2WD,4,2.5,37.12,28
2021,MAZDA,MAZDA,CX-5 2WD,4,2.5,33.26,25
2021,MAZDA,MAZDA,CX-9 2WD,4,2.5,32.35,24
2021,Mercedes-Benz,Mercedes-Benz,GLC 300,4,2,32.849,25
2021,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 2WD,4,2,35.691,27
2021,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 2WD,4,2.4,34.963,25
2021,Nissan,NISSAN,ROGUE FWD,3,1.5,45.903,33
2021,Nissan,NISSAN,ROGUE FWD,4,2.5,41.431,30
2021,Nissan,NISSAN,ROGUE FWD SL/PLATINUM,3,1.5,45.02,32
2021,Nissan,NISSAN,ROGUE FWD SV/SL/PLATINUM,4,2.5,39.635,29
2021,Toyota,TOYOTA,HIGHLANDER,6,3.5,31.36,24
2021,Toyota,TOYOTA,HIGHLANDER,6,3.5,30.072,23
2021,Toyota,TOYOTA,HIGHLANDER HYBRID,4,2.5,48.799,36
2021,Toyota,TOYOTA,RAV4,4,2.5,41.402,30
2021,Toyota,TOYOTA,RAV4,4,2.5,40.593,30
2021,Volkswagen Group of,Volkswagen,Atlas,4,2,29.906,22
2021,Volkswagen Group of,Volkswagen,Atlas,6,3.6,24.979,19
2021,Volkswagen Group of,Volkswagen,Atlas Cross Sport,4,2,29.842,22
2021,Volkswagen Group of,Volkswagen,Atlas Cross Sport,6,3.6,25.582,20
2021,Volkswagen Group of,Volkswagen,Tiguan,4,2,33.518,25
2021,Volvo,"Volvo Cars of North America, LLC",XC40 FWD,4,2,34.708,26
2021,Volvo,"Volvo Cars of North America, LLC",XC60 FWD,4,2,32.706,25
2021,Honda,Acura,RDX AWD,4,2,31.487,23
2021,Honda,Acura,RDX AWD A-SPEC,4,2,30.886,23
2021,FCA US LLC,ALFA ROMEO,Stelvio AWD,4,2,32.419,24
2021,FCA US LLC,ALFA ROMEO,Stelvio AWD,6,2.9,24.865,19
2021,Volkswagen Group of,Audi,Q3 quattro,4,2,33.556,25
2021,Volkswagen Group of,Audi,Q3 S-line quattro,4,2,30.261,23
2021,Volkswagen Group of,Audi,Q5,4,2,33.779,25
2021,Volkswagen Group of,Audi,Q5 Sportback,4,2,33.779,25
2021,Volkswagen Group of,Audi,SQ5,6,3,26.941,20
2021,Volkswagen Group of,Audi,SQ5 Sportback,6,3,26.941,20
2021,BMW,BMW,X3 M,6,3,20.734,16
2021,BMW,BMW,X3 M Competition,6,3,20.734,16
2021,BMW,BMW,X3 M40i,6,3,30.593,23
2021,BMW,BMW,X3 xDrive30i,4,2,33.719,25
2021,BMW,BMW,X4 M,6,3,20.734,16
2021,BMW,BMW,X4 M Competition,6,3,20.734,16
2021,BMW,BMW,X4 M40i,6,3,30.593,23
2021,BMW,BMW,X4 xDrive30i,4,2,33.719,25
2021,General Motors,Buick,ENCORE AWD,4,1.4,35.241,26
2021,General Motors,Buick,ENCORE AWD,4,1.4,34.944,26
2021,General Motors,Buick,ENCORE GX AWD,3,1.3,38.041,28
2021,General Motors,Buick,ENVISION AWD,4,2,33.555,25
2021,General Motors,Cadillac,XT4 AWD,4,2,33.555,24
2021,General Motors,Cadillac,XT5 AWD,4,2,31.793,23
2021,General Motors,Cadillac,XT5 AWD,6,3.6,27.384,21
2021,General Motors,Cadillac,XT6 AWD,4,2,31.793,23
2021,General Motors,Cadillac,XT6 AWD,6,3.6,26.782,21
2021,General Motors,Chevrolet,BLAZER AWD,4,2,32.487,24
2021,General Motors,Chevrolet,BLAZER AWD,6,3.6,28.16,21
2021,General Motors,Chevrolet,EQUINOX AWD,4,1.5,38.078,27
2021,General Motors,Chevrolet,TRAILBLAZER AWD,3,1.3,38.931,28
2021,General Motors,Chevrolet,TRAX AWD,4,1.4,35.241,26
2021,General Motors,Chevrolet,TRAX AWD,4,1.4,34.944,26
2021,FCA US LLC,FIAT,500X AWD,4,1.3,35.318,26
2021,Ford Motor Company,Ford,BRONCO 4WD,4,2.3,28.946,21
2021,Ford Motor Company,Ford,BRONCO 4WD,4,2.3,28.606,21
2021,Ford Motor Company,Ford,BRONCO 4WD,6,2.7,26.466,19
2021,Ford Motor Company,Ford,BRONCO BADLANDS 4WD,4,2.3,23.919,17
2021,Ford Motor Company,Ford,BRONCO BADLANDS 4WD,4,2.3,22.561,17
2021,Ford Motor Company,Ford,BRONCO BADLANDS 4WD,6,2.7,23.828,17
2021,Ford Motor Company,Ford,BRONCO BLACK DIAMOND 4WD,4,2.3,25.693,18
2021,Ford Motor Company,Ford,BRONCO BLACK DIAMOND 4WD,4,2.3,24.405,18
2021,Ford Motor Company,Ford,BRONCO SASQUATCH 4WD,4,2.3,28.207,18
2021,Ford Motor Company,Ford,BRONCO SASQUATCH 4WD,6,2.7,23.023,17
2021,Ford Motor Company,Ford,BRONCO SPORT 4WD,3,1.5,36.87,26
2021,Ford Motor Company,Ford,BRONCO SPORT 4WD,4,2,31.409,23
2021,Ford Motor Company,Ford,ECOSPORT AWD,4,2,34.213,25
2021,Ford Motor Company,Ford,EDGE AWD,4,2,30.941,23
2021,Ford Motor Company,Ford,EDGE AWD,4,2,30.673,23
2021,Ford Motor Company,Ford,EDGE AWD,6,2.7,27.522,21
2021,Ford Motor Company,Ford,ESCAPE AWD,3,1.5,39.24,28
2021,Ford Motor Company,Ford,ESCAPE AWD,4,2,34.603,26
2021,Ford Motor Company,Ford,ESCAPE AWD HEV,4,2.5,57.043,40
2021,General Motors,GMC,TERRAIN AWD,4,1.5,35.888,26
2021,Honda,Honda,CR-V AWD,4,1.5,40.217,29
2021,Honda,Honda,CR-V AWD,4,2,54.324,38
2021,Honda,Honda,PASSPORT AWD,6,3.5,27.309,21
2021,Honda,Honda,PILOT AWD,6,3.5,29.143,22
2021,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,4,1.6,37.063,27
2021,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,4,2,36.949,27
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe AWD,4,2.5,31.649,24
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe AWD,4,2.5,32.692,24
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Hybrid,4,1.6,43.312,32
2021,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Hybrid Blue,4,1.6,46.602,34
2021,Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,4,2,30.942,23
2021,Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,4,2.4,30.761,23
2021,Nissan,INFINITI,QX50 AWD,4,2,33.69,25
2021,Jaguar Land Rover L,Jaguar,E-PACE,4,2,30.091,23
2021,Jaguar Land Rover L,Jaguar,E-PACE MHEV,4,2,30.129,23
2021,Jaguar Land Rover L,Jaguar,F-PACE P340 MHEV,6,3,29.235,22
2021,Jaguar Land Rover L,Jaguar,F-PACE P400 MHEV,6,3,28.917,22
2021,Jaguar Land Rover L,Jaguar,F-PACE SVR,8,5,22.639,18
2021,FCA US LLC,Jeep,Cherokee 4X4,4,2,31.883,24
2021,FCA US LLC,Jeep,Cherokee 4X4,4,2.4,32.013,24
2021,FCA US LLC,Jeep,Cherokee 4X4,6,3.2,29.133,22
2021,FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,4,2,30.38,23
2021,FCA US LLC,Jeep,Cherokee 4x4 Active Drive II,6,3.2,27.812,21
2021,FCA US LLC,Jeep,Cherokee Trailhawk 4X4,6,3.2,27.037,21
2021,FCA US LLC,Jeep,Compass 4X4,4,2.4,33.034,25
2021,FCA US LLC,Jeep,Renegade 4x4,4,1.3,34.824,26
2021,FCA US LLC,Jeep,Renegade 4x4,4,2.4,31.671,24
2021,FCA US LLC,Jeep,Renegade Trailhawk 4x4,4,1.3,32.264,24
2021,FCA US LLC,Jeep,Wrangler 2dr 4X4,4,2,31.566,23
2021,FCA US LLC,Jeep,Wrangler 2dr 4X4,6,3.6,26.69,20
2021,FCA US LLC,Jeep,Wrangler 2dr 4X4,6,3.6,28.105,21
2021,FCA US LLC,Jeep,Wrangler 2dr 4X4,6,3.6,25.89,20
2021,FCA US LLC,Jeep,Wrangler 4dr 4X4,4,2,31.423,22
2021,FCA US LLC,Jeep,Wrangler 4dr 4X4,6,3.6,26.712,20
2021,FCA US LLC,Jeep,Wrangler 4dr 4X4,6,3.6,27.491,21
2021,FCA US LLC,Jeep,Wrangler 4dr 4X4,6,3.6,25.132,19
2021,FCA US LLC,Jeep,Wrangler 4dr 4X4,8,6.4,18.184,14
2021,FCA US LLC,Jeep,Wrangler 4dr EcoDiesel 4x4,6,3,32.867,25
2021,FCA US LLC,Jeep,Wrangler Rubic 4dr EcoDiesel 4x4,6,3,32.867,23
2021,Kia,KIA,Seltos AWD,4,1.6,36.378,27
2021,Kia,KIA,Seltos AWD,4,2,38.686,29
2021,Kia,KIA,Sorento AWD,4,2.5,31.569,24
2021,Kia,KIA,Sorento AWD,4,2.5,34.057,24
2021,Kia,KIA,Sportage AWD,4,2,28.072,21
2021,Kia,KIA,Sportage AWD,4,2.4,30.63,23
2021,Kia,KIA,Telluride AWD,6,3.8,27.208,21
2021,Jaguar Land Rover L,Land Rover,Discovery Sport,4,2,27.171,20
2021,Jaguar Land Rover L,Land Rover,Evoque,4,2,29.705,22
2021,Jaguar Land Rover L,Land Rover,Range Rover Velar,8,5,22.424,17
2021,Jaguar Land Rover L,Land Rover,Range Rover Velar P340 MHEV,6,3,29.46,22
2021,Jaguar Land Rover L,Land Rover,Range Rover Velar P400 MHEV,6,3,27.384,21
2021,Toyota,LEXUS,NX 300 AWD,4,2,32.532,24
2021,Toyota,LEXUS,NX 300 AWD F SPORT,4,2,31.42,24
2021,Toyota,LEXUS,NX 300h AWD,4,2.5,43.617,31
2021,Toyota,LEXUS,RX 350 AWD,6,3.5,28.646,22
2021,Toyota,LEXUS,RX 350 L AWD,6,3.5,27.805,21
2021,Ford Motor Company,Lincoln,CORSAIR AWD,4,2,31.932,24
2021,Ford Motor Company,Lincoln,CORSAIR AWD,4,2.3,31.585,24
2021,Ford Motor Company,Lincoln,NAUTILUS AWD,4,2,30.941,22
2021,Ford Motor Company,Lincoln,NAUTILUS AWD,4,2,30.673,22
2021,Ford Motor Company,Lincoln,NAUTILUS AWD,6,2.7,27.522,21
2021,MAZDA,MAZDA,CX-30 4WD,4,2.5,33.509,25
2021,MAZDA,MAZDA,CX-30 4WD,4,2.5,36.99,26
2021,MAZDA,MAZDA,CX-30 4WD,4,2.5,35.489,26
2021,MAZDA,MAZDA,CX-5 4WD,4,2.5,35.161,26
2021,MAZDA,MAZDA,CX-5 4WD,4,2.5,31.702,24
2021,MAZDA,MAZDA,CX-9 4WD,4,2.5,29.779,23
2021,Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC,6,3,26.544,20
2021,Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),6,3,26.076,20
2021,Mercedes-Benz,Mercedes-Benz,AMG GLC 63 4MATIC+,8,4,22.357,17
2021,Mercedes-Benz,Mercedes-Benz,AMG GLC 63 4MATIC+ (coupe),8,4,22.381,17
2021,Mercedes-Benz,Mercedes-Benz,AMG GLC 63 S 4MATIC+ (coupe),8,4,22.381,17
2021,Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,4,2,36.454,27
2021,Mercedes-Benz,Mercedes-Benz,GLB 250 4MATIC,4,2,34.025,26
2021,Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC,4,2,31.023,23
2021,Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC (Coupe),4,2,32.517,24
2021,Mercedes-Benz,Mercedes-Benz,GLE 350,4,2,28.897,22
2021,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,4,2,28.43,22
2021,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 4WD,4,2,34.208,26
2021,Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 4WD,4,2.4,33.646,25
2021,Nissan,NISSAN,ROGUE AWD,3,1.5,45.109,33
2021,Nissan,NISSAN,ROGUE AWD,4,2.5,38.888,29
2021,Nissan,NISSAN,ROGUE AWD SL/PLATINUM,3,1.5,43.434,32
2021,Nissan,NISSAN,ROGUE AWD SV/SL/PLATINUM,4,2.5,38.67,28
2021,Porsche,Porsche,Macan,4,2,27.809,21
2021,Porsche,Porsche,Macan GTS,6,2.9,25.104,19
2021,Porsche,Porsche,Macan S,6,3,27.607,20
2021,Porsche,Porsche,Macan Turbo,6,2.9,24.945,19
2021,Subaru,Subaru,CROSSTREK AWD,4,2,40.735,30
2021,Subaru,Subaru,CROSSTREK AWD,4,2,33.193,25
2021,Subaru,Subaru,CROSSTREK AWD,4,2.5,39.906,29
2021,Subaru,Subaru,FORESTER AWD,4,2.5,38.793,29
2021,Subaru,Subaru,OUTBACK AWD,4,2.4,34.489,26
2021,Subaru,Subaru,OUTBACK AWD,4,2.5,38.961,29
2021,Toyota,TOYOTA,HIGHLANDER AWD,6,3.5,30.019,23
2021,Toyota,TOYOTA,RAV4 AWD,4,2.5,37.705,28
2021,Toyota,TOYOTA,RAV4 AWD,4,2.5,39.715,29
2021,Toyota,TOYOTA,RAV4 AWD LE,4,2.5,40.544,30
2021,Toyota,TOYOTA,RAV4 AWD TRD OFFROAD,4,2.5,37.063,28
2021,Toyota,TOYOTA,RAV4 HYBRID AWD,4,2.5,55.777,40
2021,Toyota,TOYOTA,VENZA AWD,4,2.5,53.49,39
2021,Volkswagen Group of,Volkswagen,Atlas 4Motion 2.0L,4,2,29.069,22
2021,Volkswagen Group of,Volkswagen,Atlas Cross Sport 4Motion,4,2,29.038,22
2021,Volkswagen Group of,Volkswagen,Atlas Cross Sport 4Motion,6,3.6,24.913,19
2021,Volkswagen Group of,Volkswagen,Tiguan 4Motion,4,2,31.561,24
2021,Volvo,"Volvo Cars of North America, LLC",XC40 AWD,4,2,32.667,25
2021,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,4,2,30.101,23
2021,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,4,2,31.183,24
2021,BMW,BMW,X5 sDrive40i,6,3,30.307,23
2021,BMW,BMW,X6 sDrive40i,6,3,30.307,23
2021,General Motors,Buick,ENCLAVE FWD,6,3.6,27.641,21
2021,General Motors,Cadillac,ESCALADE 2WD,6,3,30.759,23
2021,General Motors,Cadillac,ESCALADE 2WD,8,6.2,21.366,16
2021,General Motors,Cadillac,ESCALADE 2WD,8,6.2,22.89,17
2021,General Motors,Chevrolet,SUBURBAN 2WD,6,3,30.759,23
2021,General Motors,Chevrolet,SUBURBAN 2WD,8,5.3,22.832,17
2021,General Motors,Chevrolet,SUBURBAN 2WD,8,5.3,24.054,18
2021,General Motors,Chevrolet,SUBURBAN 2WD,8,6.2,21.657,16
2021,General Motors,Chevrolet,SUBURBAN 2WD,8,6.2,23.215,17
2021,General Motors,Chevrolet,TAHOE 2WD,6,3,32.028,24
2021,General Motors,Chevrolet,TAHOE 2WD,8,5.3,22.832,17
2021,General Motors,Chevrolet,TAHOE 2WD,8,5.3,24.054,18
2021,General Motors,Chevrolet,TAHOE 2WD,8,6.2,21.657,16
2021,General Motors,Chevrolet,TAHOE 2WD,8,6.2,23.215,17
2021,General Motors,Chevrolet,TRAVERSE FWD,6,3.6,27.641,21
2021,FCA US LLC,Dodge,Durango RWD,6,3.6,28.114,21
2021,FCA US LLC,Dodge,Durango RWD,8,5.7,21.702,17
2021,Ford Motor Company,Ford,EXPEDITION 2WD,6,3.5,25.341,19
2021,Ford Motor Company,Ford,EXPEDITION MAX 2WD,6,3.5,25.341,19
2021,Ford Motor Company,Ford,EXPLORER HEV RWD,6,3.3,37.027,27
2021,Ford Motor Company,Ford,EXPLORER RWD,4,2.3,31.459,24
2021,Ford Motor Company,Ford,EXPLORER RWD,4,2.3,31.459,24
2021,Ford Motor Company,Ford,EXPLORER RWD,6,3,26.908,21
2021,General Motors,GMC,ACADIA FWD,4,2,33.899,25
2021,General Motors,GMC,ACADIA FWD,4,2.5,31.969,23
2021,General Motors,GMC,ACADIA FWD,6,3.6,29.007,22
2021,General Motors,GMC,YUKON 2WD,6,3,30.759,23
2021,General Motors,GMC,YUKON 2WD,8,5.3,22.832,17
2021,General Motors,GMC,YUKON 2WD,8,5.3,24.054,18
2021,General Motors,GMC,YUKON 2WD,8,6.2,21.657,16
2021,General Motors,GMC,YUKON 2WD,8,6.2,23.215,17
2021,General Motors,GMC,YUKON XL 2WD,6,3,30.759,23
2021,General Motors,GMC,YUKON XL 2WD,8,5.3,22.832,17
2021,General Motors,GMC,YUKON XL 2WD,8,5.3,24.054,18
2021,General Motors,GMC,YUKON XL 2WD,8,6.2,20.843,16
2021,General Motors,GMC,YUKON XL 2WD,8,6.2,22.331,16
2021,Hyundai,HYUNDAI MOTOR COMPANY,Palisade FWD,6,3.8,28.849,22
2021,Nissan,INFINITI,QX80 2WD,8,5.6,20.799,16
2021,FCA US LLC,Jeep,Grand Cherokee 4X2,6,3.6,28.114,21
2021,FCA US LLC,Jeep,Grand Cherokee L 4X2,6,3.6,28.006,21
2021,Ford Motor Company,Lincoln,AVIATOR RWD,6,3,26.908,21
2021,Ford Motor Company,Lincoln,NAVIGATOR 2WD,6,3.5,23.669,18
2021,Ford Motor Company,Lincoln,NAVIGATOR L 2WD,6,3.5,23.669,18
2021,Nissan,NISSAN,ARMADA 2WD,8,5.6,21.147,16
2021,Toyota,TOYOTA,4RUNNER 2WD,6,4,23.452,17
2021,Toyota,TOYOTA,SEQUOIA 2WD,8,5.7,18.645,15
2021,Volvo,"Volvo Cars of North America, LLC",XC90 FWD,4,2,32.511,25
2021,aston martin,Aston Martin Lagonda Ltd,DBX V8,8,4,19.802,15
2021,Volkswagen Group of,Audi,Q7,4,2,27.706,21
2021,Volkswagen Group of,Audi,Q7,6,3,27.037,20
2021,Volkswagen Group of,Audi,Q8,6,3,27.037,20
2021,Volkswagen Group of,Audi,RS Q8,8,4,20.453,15
2021,Volkswagen Group of,Audi,SQ7,8,4,21.771,17
2021,Volkswagen Group of,Audi,SQ8,8,4,21.771,17
2021,Volkswagen Group of,Bentley,Bentayga,8,4,21.943,18
2021,Volkswagen Group of,Bentley,Bentayga,12,6,18.325,14
2021,BMW,BMW,ALPINA XB7,8,4.4,22.075,17
2021,BMW,BMW,X5 M,8,4.4,19.143,15
2021,BMW,BMW,X5 M Competition,8,4.4,19.143,15
2021,BMW,BMW,X5 M50i,8,4.4,23.382,18
2021,BMW,BMW,X5 xDrive40i,6,3,29.778,23
2021,BMW,BMW,X6 M,8,4.4,19.143,15
2021,BMW,BMW,X6 M Competition,8,4.4,19.143,15
2021,BMW,BMW,X6 M50i,8,4.4,23.382,18
2021,BMW,BMW,X6 xDrive40i,6,3,29.778,23
2021,BMW,BMW,X7 M50i,8,4.4,22.075,17
2021,BMW,BMW,X7 xDrive40i,6,3,27.931,21
2021,General Motors,Buick,ENCLAVE AWD,6,3.6,26.259,20
2021,General Motors,Cadillac,ESCALADE 4WD,6,3,28.997,22
2021,General Motors,Cadillac,ESCALADE 4WD,8,6.2,20.618,16
2021,General Motors,Cadillac,ESCALADE 4WD,8,6.2,21.29,16
2021,General Motors,Chevrolet,SUBURBAN 4WD,6,3,28.997,22
2021,General Motors,Chevrolet,SUBURBAN 4WD,8,5.3,21.708,16
2021,General Motors,Chevrolet,SUBURBAN 4WD,8,5.3,22.212,17
2021,General Motors,Chevrolet,SUBURBAN 4WD,8,6.2,20.618,16
2021,General Motors,Chevrolet,SUBURBAN 4WD,8,6.2,21.29,16
2021,General Motors,Chevrolet,TAHOE 4WD,6,3,28.997,22
2021,General Motors,Chevrolet,TAHOE 4WD,8,5.3,22.65,17
2021,General Motors,Chevrolet,TAHOE 4WD,8,5.3,23.135,18
2021,General Motors,Chevrolet,TAHOE 4WD,8,6.2,20.618,16
2021,General Motors,Chevrolet,TAHOE 4WD,8,6.2,21.29,16
2021,General Motors,Chevrolet,TRAVERSE AWD,6,3.6,26.338,20
2021,FCA US LLC,Dodge,Durango AWD,6,3.6,27.172,21
2021,FCA US LLC,Dodge,Durango AWD,8,5.7,21.394,17
2021,FCA US LLC,Dodge,Durango SRT AWD,8,6.2,17.089,13
2021,FCA US LLC,Dodge,Durango SRT AWD,8,6.4,19.279,15
2021,Ford Motor Company,Ford,EXPEDITION 4WD,6,3.5,24.228,19
2021,Ford Motor Company,Ford,EXPEDITION MAX 4WD,6,3.5,24.228,18
2021,Ford Motor Company,Ford,EXPLORER AWD,4,2.3,30.104,23
2021,Ford Motor Company,Ford,EXPLORER AWD,4,2.3,30.104,23
2021,Ford Motor Company,Ford,EXPLORER AWD,6,3,26.39,20
2021,Ford Motor Company,Ford,EXPLORER FFV AWD,6,3.3,24.422,19
2021,Ford Motor Company,Ford,EXPLORER HEV AWD,6,3.3,32.721,25
2021,Ford Motor Company,Ford,EXPLORER TIMBERLINE AWD,4,2.3,28.321,21
2021,Hyundai,GENESIS,GV80 AWD,4,2.5,30.043,22
2021,Hyundai,GENESIS,GV80 AWD,6,3.5,26.097,20
2021,General Motors,GMC,ACADIA AWD,4,2,32.487,24
2021,General Motors,GMC,ACADIA AWD,6,3.6,28.16,21
2021,General Motors,GMC,YUKON 4WD,6,3,28.997,22
2021,General Motors,GMC,YUKON 4WD,8,5.3,22.65,17
2021,General Motors,GMC,YUKON 4WD,8,5.3,23.135,18
2021,General Motors,GMC,YUKON 4WD,8,6.2,20.618,16
2021,General Motors,GMC,YUKON 4WD,8,6.2,21.29,16
2021,General Motors,GMC,YUKON XL 4WD,6,3,28.997,22
2021,General Motors,GMC,YUKON XL 4WD,8,5.3,21.708,16
2021,General Motors,GMC,YUKON XL 4WD,8,5.3,22.212,17
2021,General Motors,GMC,YUKON XL 4WD,8,6.2,20.618,16
2021,General Motors,GMC,YUKON XL 4WD,8,6.2,21.29,16
2021,Hyundai,HYUNDAI MOTOR COMPANY,Palisade AWD,6,3.8,27.75,21
2021,Nissan,INFINITI,QX80 4WD,8,5.6,19.895,15
2021,Nissan,INFINITI,QX80 4WD,8,5.6,20.39,15
2021,FCA US LLC,Jeep,Grand Cherokee 4X4,6,3.6,27.172,21
2021,FCA US LLC,Jeep,Grand Cherokee 4X4,8,5.7,21.394,17
2021,FCA US LLC,Jeep,Grand Cherokee L 4X4,6,3.6,27.07,21
2021,FCA US LLC,Jeep,Grand Cherokee L 4X4,8,5.7,21.394,17
2021,FCA US LLC,Jeep,Grand Cherokee SRT 4x4,8,6.4,19.057,15
2021,FCA US LLC,Jeep,Grand Cherokee Trackhawk 4x4,8,6.2,16.842,13
2021,Volkswagen Group of,Lamborghini,Urus,8,4,17.729,14
2021,Jaguar Land Rover L,Land Rover,Defender 110,4,2,23.889,18
2021,Jaguar Land Rover L,Land Rover,Defender 110 MHEV,6,3,26.132,19
2021,Jaguar Land Rover L,Land Rover,Defender 90,4,2,25.429,19
2021,Jaguar Land Rover L,Land Rover,Defender 90 MHEV,6,3,26.132,19
2021,Jaguar Land Rover L,Land Rover,Discovery,4,2,27.836,21
2021,Jaguar Land Rover L,Land Rover,Discovery MHEV,6,3,28.468,21
2021,Jaguar Land Rover L,Land Rover,Range Rover,6,3,32.384,24
2021,Jaguar Land Rover L,Land Rover,Range Rover,8,5,23.439,18
2021,Jaguar Land Rover L,Land Rover,Range Rover LWB,8,5,23.439,18
2021,Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,8,5,19.302,15
2021,Jaguar Land Rover L,Land Rover,Range Rover MHEV,6,3,27.508,20
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport,6,3,32.384,24
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport,8,5,24.434,19
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport MHEV,6,3,28.504,21
2021,Jaguar Land Rover L,Land Rover,Range Rover Sport SVR,8,5,21.128,16
2021,Jaguar Land Rover L,Land Rover,Range Rover SVA,8,5,19.951,16
2021,Toyota,LEXUS,GX 460,8,4.6,20.905,16
2021,Toyota,LEXUS,LX 570,8,5.7,18.143,14
2021,Toyota,LEXUS,RX 450h AWD,6,3.5,40.822,30
2021,Toyota,LEXUS,RX 450h L AWD,6,3.5,40.822,29
2021,Ford Motor Company,Lincoln,AVIATOR AWD,6,3,26.39,20
2021,Ford Motor Company,Lincoln,NAVIGATOR 4WD,6,3.5,22.584,17
2021,Maserati,MASERATI,LEVANTE,6,3,22.993,18
2021,Maserati,MASERATI,LEVANTE GTS,8,3.8,19.895,16
2021,Maserati,MASERATI,LEVANTE S,6,3,22.993,18
2021,Maserati,MASERATI,LEVANTE TROFEO,8,3.8,19.895,16
2021,Mercedes-Benz,Mercedes-Benz,AMG G 63,8,4,17.838,14
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 53 4MATIC+,6,3,25.307,19
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),6,3,26.384,20
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S 4MATIC+,8,4,21.157,16
2021,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),8,4,21.495,17
